source_id,rq_id,field,lane_1_value,lane_2_value,resolution,human_confirmation
FRV2-D-017,RQ-D,outcome_domain,PROVENANCE_MODEL,PROVENANCE_AND_REVISION_IDENTITY,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-017,RQ-D,outcome_measure,Entity activity agent and wasDerivedFrom lineage,Entities activities agents generation usage derivation attribution revision and time,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-017,RQ-D,instrument_protocol,Official W3C Recommendation; versioned generating activity source entities responsible software or user agent timestamps and revision identity required,Every derived measure is generated by a versioned activity from identified source entities and attributed to software/user agent,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-017,RQ-D,time_horizon,NOT_APPLICABLE,TECHNICAL_STANDARD,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-017,RQ-D,missingness,NOT_APPLICABLE,Missing source lineage leaves derivative provenance incomplete; never backfill identity by assumption,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-017,RQ-D,effect_estimate,Defines interoperable provenance relations; no sport effect estimate,No sport effect estimate; normative data model,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-017,RQ-D,uncertainty,NOT_APPLICABLE,General standard does not define physiological meaning or the TRAINORACLE session graph,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-017,RQ-D,limitations,General data standard not sport-science validation; does not prescribe TRAINORACLE session graph physiological meaning fatigue or readiness; parent and leaf accounting rule remains a conservative product constraint,Not sport-science validation; revisions require new lineage rather than silent overwrite,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,competitive_level,Hypothetical elite-sport distribution,HYPOTHETICAL_ELITE_SPORT_DISTRIBUTION,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,season,NOT_APPLICABLE,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,intervention,Coupled conventional ACWR calculation,Coupled rolling acute-to-chronic calculation over four independent seven-day periods,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,comparator,Uncoupled acute-excluded-from-chronic calculation,Uncoupled calculation excluding the acute period from chronic denominator,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,component_dose,External high-speed distance across four independent 7-day periods retained in distance units; derived ACWR is a dimensionless named ratio with window coupling and weighting provenance,Four independent simulated seven-day high-speed-distance periods,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,component_order,Four independent weekly periods; ratio parent references raw period inputs without replacing them,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,separation_hours,Seven-day acute and chronic-period structure; not recovery separation,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,outcome_domain,MATHEMATICAL_COUPLING_EFFECT,MATHEMATICAL_COUPLING_AND_METHOD_IDENTITY,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,outcome_measure,Coupled and uncoupled correlations and example ratios,Spurious correlation and example ratio change,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,instrument_protocol,Simulation based on elite Australian-football distributions; formula windows input series and coupling identity required,Persist coupling window weighting input unit and denominator behavior; coupled and uncoupled are separate methods,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,time_horizon,Four 7-day periods,FOUR_SIMULATED_WEEKS,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,time_points,Each simulated 7-day period and derived ratio,WEEKLY,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,effect_estimate,Coupled acute/chronic correlation r=.52 despite independent weeks versus uncoupled r=.01; example ratio 1.45 coupled versus 1.71 uncoupled,Coupled correlation r=.52 (95% CI .47-.56) despite independent weeks; uncoupled r=.01 (-.05 to .07); example ratio 1.45 versus 1.71,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,uncertainty,95% CI .47 to .56 for coupled r; -.05 to .07 for uncoupled r,Simulation with no athlete outcome; D20 reports mostly trivial differences in observed datasets,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,individual_response,"1,000 simulated players; not observed individual response",NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-019,RQ-D,limitations,Simulation with no athlete outcome; observed-data counterevidence found smaller practical differences; variants are non-identical but neither gains universal privilege; no fatigue readiness risk zone or plan action,Methodological simulation; cannot provide outcome or action meaning; supports explicit method provenance only,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,competitive_level,International elite athletes,INTERNATIONAL_ELITE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,season,Before 2016 Olympic qualifying,PRE_2016_OLYMPIC_QUALIFYING,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,intervention,Coupled and uncoupled rolling-average ACWR variants,Coupled and uncoupled rolling-average and exponentially weighted ACWR variants,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,comparator,Coupled and uncoupled exponentially weighted moving-average variants,Between-variant comparison in observed datasets,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,component_dose,Underlying workload retains method and unit; derived ACWR dimensionless series retain acute and chronic windows coupling weighting missingness and denominator provenance,Study-specific load series; doses not reported in abstract,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,component_order,Sport-specific time series; no component split,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,separation_hours,Method-specific rolling windows; exact windows not extracted,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,outcome_domain,ACWR_VARIANT_AGREEMENT,RATIO_METHOD_AGREEMENT_AND_COUNTEREVIDENCE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,outcome_measure,Effect sizes and correlations between calculation variants,Effect sizes and correlations among ACWR variants,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,instrument_protocol,Observed elite-sport case datasets; every ratio formula and raw compatible input series required,Persist coupling and weighting; observed similarity never erases formula identity,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,time_horizon,Olympic-qualifying preparation; exact duration not reported,OBSERVED_ELITE_CASE_SERIES,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,time_points,Repeated workload observations,SERIES_LEVEL,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,effect_estimate,Coupled-versus-uncoupled effect sizes mostly g=.04-.21; variant correlations r=.88-.99,Coupled-versus-uncoupled effect sizes mostly trivial g=.04-.21; variant correlations r=.88-.99,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,uncertainty,NOT_REPORTED,Small elite non-running context; observed similarity is dataset-specific,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,individual_response,Sport-specific series; individual responses not reported,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-020,RQ-D,limitations,Small elite case context; no runner or youth directness; trivial differences do not establish formula identity; neither coupling variant becomes universal; no fatigue readiness risk or prescription meaning,No universal preference for uncoupled method; formulas remain distinct and support no zone or action rule,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,competitive_level,Mostly team-sport athletes,MOSTLY_TEAM_SPORT,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,intervention,Narrative ACWR model with proposed approximate 0.8 to 1.3 sweet spot,Narrative model relating recent load to chronic load and training outcomes,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,comparator,Prior training-load and injury evidence summarized narratively,Prior injury-load literature and proposed ACWR interpretation,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,component_dose,Underlying load units and methods heterogeneous; derived dimensionless ACWR requires named windows coupling weighting and inputs; proposed bands are contextual historical claims only,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,separation_hours,Method-specific rolling windows; not session recovery intervals,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,outcome_domain,HISTORICAL_ACWR_MODEL,HISTORICAL_ACWR_MODEL_AND_BOUNDARY,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,outcome_measure,Narrative injury association and proposed workload ratio band,Proposed approximate 0.8-1.3 sweet-spot narrative,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,instrument_protocol,Narrative/model paper; source methods formula choices and unpublished components require explicit provenance,Any ratio must remain named numeric output; proposed bands are not registry semantics,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,time_horizon,NOT_APPLICABLE,NARRATIVE_SYNTHESIS,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,adverse_events,Injury outcomes reported narratively; not accepted as RQ-D product outputs,Health outcomes are outside accepted RQ-D product outputs,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,effect_estimate,Proposes monitoring recent relative to chronic workload and an approximate 0.8-1.3 sweet spot,Affirmative historical rationale only; no accepted product effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,uncertainty,NOT_APPLICABLE,Narrative not intervention evidence; includes unpublished rugby-league data and is contradicted or unsupported by later sources,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-021,RQ-D,limitations,Narrative not intervention trial; team-sport indirectness; figure includes unpublished data; contradicted or unsupported by D22-D24; zones must not enter descriptive accounting fatigue readiness risk or plan action,Mostly team-sport indirectness; proposed zones and injury language are excluded from descriptive accounting,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,competitive_level,Elite youth footballers,ELITE_YOUTH,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,season,10-month season,TEN_MONTH_SEASON,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,intervention,Load-management intervention using coupled 7-day over 28-day rolling ACWR and target 0.8 to 1.5,Load management using coupled 7:28 rolling ACWR with target 0.8-1.5,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,comparator,Usual planning,Usual planning in cluster-randomized teams,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,component_dose,Underlying external workload retains source quantity and unit; derived dimensionless ACWR carries 7-day numerator 28-day denominator coupled rolling method target band missingness and adherence provenance,Ten-month intervention,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,component_order,Team and player records retained; ratio cannot replace component sessions,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,separation_hours,7-day acute over 28-day chronic window; not recovery separation,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,outcome_domain,INTERVENTION_BOUNDARY_FOR_DESCRIPTIVE_RATIO,METHOD_AUTHORITY_BOUNDARY,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,outcome_measure,Health-problem prevalence and relative risk under ACWR-guided management,Health-problem prevalence and relative risk,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,instrument_protocol,Cluster randomized trial; coupled rolling formula target band response adherence and raw input provenance required,Specific coupled 7:28 method and target fully identified; retained only as counterevidence to plan authority,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,time_horizon,10 months,TEN_MONTHS,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,time_points,Repeated season monitoring and health reports,ONGOING_MONITORING,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,missingness,Incomplete response and adherence reported qualitatively; exact rates not extracted here,Incomplete response/adherence reported; exact missingness not extracted,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,adverse_events,Health problems were the trial outcome but are outside accepted RQ-D product outputs,Health endpoint outside RQ-D accepted outputs,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,effect_estimate,Prevalence difference 1.8 percentage points; RR 1.01; p=.55; no intervention benefit,Prevalence difference 1.8 percentage points (-4.1 to 7.7; p=.55); RR 1.01 (.91-1.12); no intervention benefit,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,uncertainty,Prevalence-difference interval -4.1 to 7.7; RR interval .91 to 1.12,Football-specific implementation; incomplete response/adherence; does not test descriptive display utility,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,individual_response,Clustered team-level intervention; individual response not reported,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-023,RQ-D,limitations,Football and one implementation; incomplete response and adherence; does not test descriptive display; ACWR zones gain no plan authority fatigue readiness safety or clearance meaning,Youth but not running; ACWR bands cannot acquire plan authority from this null intervention,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,population,430 recreational runners; 73.3% men,430 recreational runners; 22839 GPS sessions,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,competitive_level,Recreational runners,RECREATIONAL,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,intervention,Weekly load-change threshold and coupled uncoupled and EWMA ACWR methods,Weekly >=30% load change and ACWR >=1.5 flags under multiple calculations,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,comparator,Classification agreement across four calculation methods,Coupled rolling uncoupled rolling and exponentially weighted ACWR methods,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,component_dose,"External running distance retained in original distance units across 22,839 GPS sessions; derived dimensionless ratios and percent-change flags retain window threshold coupling weighting GPS and missingness provenance",Distance-based weekly series,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,component_order,Weekly aggregate references raw sessions; no parent and leaf double count,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,separation_hours,Weekly and method-specific acute/chronic windows; exact nonweekly windows not extracted here,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,outcome_domain,METHOD_SENSITIVITY_AND_CLASSIFICATION_DISAGREEMENT,CLASSIFICATION_SENSITIVITY_AND_METHOD_IDENTITY,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,outcome_measure,Flagged-session proportion and disagreement across weekly coupled uncoupled and EWMA methods,Proportion of sessions flagged and disagreement among calculations,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,instrument_protocol,GPS-derived session distance; threshold formula window coupling weighting device source and raw input lineage required,Persist load unit threshold window coupling weighting device/GPS provenance and denominator behavior; default no classification,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,time_horizon,"22,839 sessions; study duration not reported here",LONGITUDINAL_GPS_DATASET,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,time_points,Weekly aggregates and flagged sessions,WEEKLY_AND_SESSION_LEVEL,NOT_VERIFIED,PENDING_HUMAN
FRV2-D-024,RQ-D,effect_estimate,Flagged 33.4% weekly 16.2% coupled 25.8% uncoupled and 18.9% EWMA; 43.0% of weekly flags differed from coupled or EWMA classifications,Flagged proportions: weekly 33.4% coupled 16.2% uncoupled 25.8% EWMA 18.9%; 43.0% of weekly flags differed from coupled/EWMA classifications,NOT_VERIFIED,PENDING_HUMAN
